"","pol","tur","hrv","nor","gre","rus","spa","authorcount"
"Philipps,Carolin",0,0,0,0,0,0,0,0
"Piazza,Barbara",0,0,0,0,0,0,0,0
"Pleschinski,Hans",0,1,0,0,0,2,0,3
"Poppe,Ine",0,0,0,0,0,0,0,0
"Potente,Franka",0,0,0,0,0,0,0,0
"Pradelski,Minka",0,0,0,0,0,0,0,0
"Pressler,Mirjam",0,0,0,0,0,0,0,0
"Raddatz,FritzJ.",0,0,0,0,0,0,0,0
"Rai,Edgar",0,0,0,0,0,0,0,0
"Randl,Lola",0,0,0,0,0,0,0,0
"Rapp,Stephanie",0,0,0,0,0,0,0,0
"Rehn,Jens",0,0,0,0,0,1,1,2
"Rein,Heinz",0,0,0,0,0,0,0,0
"Reinehr,Wilfried",0,0,0,0,0,0,0,0
"Reinig,Christa",0,0,0,0,0,0,0,0
"Reinirkens,Leonhard",0,0,0,0,0,0,0,0
"Renz,Hans",0,0,0,0,0,0,0,0
"Reuter,Fritz",0,0,0,0,0,0,0,0
"Richle,Urs",0,0,0,0,0,0,1,1
"Riemann,Silke",0,0,0,0,0,0,0,0
"Riess,Curt",0,0,0,0,0,0,0,0
"Rinser,Luise",0,0,0,0,1,0,1,2
"Roggenkamp,Viola",0,0,0,0,0,0,1,1
"Rygiert,Beate",0,0,0,0,0,0,0,0
"Sabel,RolfD.",0,0,0,0,0,0,0,0
"Sahler,Martina",0,0,0,0,0,0,0,0
"Saint-Exupéry,Antoinede",0,0,0,0,0,0,0,0
"Saladin,Barbara",0,0,0,0,0,0,0,0
"Salomon,Rolf",0,0,0,0,0,0,0,0
"Salzmann,Marlis",0,0,0,0,0,0,0,0
"Sander,Helke",0,0,0,0,0,0,0,0
"Santini,Francesca",0,0,0,0,0,0,0,0
"Schaus,Robert",0,0,0,0,0,0,0,0
"Schefter,Karla",0,0,0,0,0,0,0,0
"Scheik,Ute",0,0,0,0,0,0,0,0
"Schellenbaum,Peter",0,0,0,0,0,0,0,0
"Schenk,Sylvie",0,0,0,0,0,0,0,0
"Schilling,Uschi",0,0,0,0,0,0,0,0
"Schimmelbusch,Alexander",0,0,0,0,0,0,0,0
"Schmidt,Hanneliese",0,0,0,0,0,0,0,0
"Schnitzler,Heiner",0,0,0,0,0,0,0,0
"Schoenaker,Theo",0,0,0,0,0,0,0,0
"Schöne,Lothar",0,0,0,0,0,0,0,0
"Schreiner,Ernst",0,0,0,0,0,0,0,0
"Schreiner,Margit",0,0,0,0,0,0,0,0
"Schrödter,Sybille",0,0,0,0,0,0,0,0
"Schrott,Raoul",0,0,1,0,0,0,0,1
"SchultevonDrach,MarkusChristian",0,0,0,0,0,0,0,0
"Schutti,Carolina",0,0,1,0,0,0,0,1
"Schwanfelder,Werner",0,1,0,0,0,1,0,2
"Schwarzenbach,Annemarie",0,0,0,0,0,0,1,1
"Schwitters,Kurt",0,0,0,0,0,0,0,0
"Seligmann,Rafael",0,0,0,0,0,0,0,0
"Seltmann,Lotharvon",0,0,0,0,0,0,0,0
"Siegel,Franziska",0,0,0,0,0,0,0,0
"Sinakowski,Andreas",0,0,0,0,0,0,0,0
"Sloterdijk,Peter",0,0,0,0,0,0,0,0
"Sölle,Dorothee",0,0,0,0,0,0,0,0
"Sommer-Bodenburg,Angela",0,1,0,0,0,0,0,1
"Sonne,Werner",0,0,0,0,0,0,0,0
"Spehling,Bernd",0,0,0,0,0,0,0,0
"Sperber,Manès",0,0,0,0,0,1,1,2
"Spinnen,Burkhard",0,0,0,1,0,0,0,1
"Steinaecker,Thomasvon",0,0,0,0,0,0,0,0
"Stenglein,Nadine",0,0,0,0,0,0,0,0
"Sterchi,Beat",0,0,0,0,0,0,1,1
"Storks,Bettina",0,0,0,0,0,0,0,0
"Streichner,Franz",0,0,0,0,0,0,0,0
"Strittmatter,Thomas",0,0,0,0,0,0,1,1
"Suttner,Berthavon",0,0,0,0,0,0,1,1
"Tergit,Gabriele",0,0,0,0,0,0,1,1
"Theden,Johanna",0,0,0,0,0,0,0,0
"Thelen,AlbertVigoleis",0,0,0,0,0,0,3,3
"Theurillat,MichaelJ.",0,0,0,0,0,0,0,0
"Ullmann,Regina",0,0,0,0,0,0,0,0
"Veloso,Ana",0,0,0,0,0,0,2,2
"Vennebusch,Paulus",0,0,0,0,0,0,0,0
"Viebig,Clara",0,0,0,0,0,0,0,0
"Vogel,Thomas",0,0,0,0,1,1,0,2
"Völler,Eva",0,1,0,0,0,0,0,1
"Waberer,Ketovon",0,0,0,0,0,0,1,1
"Wagner,Jan",0,0,0,1,1,0,0,2
"Walter,Nicole",0,0,0,0,0,0,0,0
"Weber,Anne",0,0,0,0,0,0,0,0
"Weil,Grete",0,0,0,0,0,0,1,1
"Weinland,DavidFriedrich",0,0,0,0,0,0,0,0
"Wellendorf,Elisabeth",0,0,0,0,0,0,0,0
"Welsh,Renate",0,0,0,0,0,0,0,0
"Wieke,Thomas",0,0,0,0,0,0,0,0
"Willmann,Thomas",0,0,0,0,0,0,0,0
"Wilpert,Bettina",0,0,0,0,0,0,0,0
"Winiewicz,Lida",0,0,0,0,0,0,0,0
"Winkler,Mechthild",0,0,0,0,0,0,0,0
"Winterberg,Liv",0,0,0,0,0,0,0,0
"Witeschnik,Alexander",0,0,0,0,0,0,0,0
"Wittwer,Siegfried",0,0,0,0,0,0,0,0
"Wohmann,Gabriele",0,0,0,0,0,0,0,0
"Wolf,Victoria",0,0,0,0,0,0,0,0
"Wolfram,Gernot",0,0,0,0,0,0,0,0
"Wollwerth,Maria",0,0,0,0,0,0,0,0
"Woodiwiss,KathleenE.",0,0,0,0,0,0,0,0
"Wortmann,Marc",0,0,0,0,0,0,0,0
"Zeitler,Josef",0,0,0,0,0,0,0,0
"Zietsch,Uschi",0,0,0,0,0,0,0,0
"Zigan,Margarete",0,0,0,0,0,0,0,0
"Zimmer,Dieter",0,0,0,0,0,0,0,0
"Zoeke,Barbara",0,0,0,0,0,0,0,0
"ZurNieden,Eckart",0,0,0,0,0,0,0,0
"Zweig,Arnold",0,0,0,0,0,0,2,2
"Adib,Mu.",0,0,0,0,0,0,0,0
"Allemann,Urs",0,0,0,0,0,0,0,0
"Andreas-Salomé,Lou",0,0,0,0,0,0,0,0
"Angelroth,Dirk",0,0,0,0,0,0,0,0
"Annas,Max",0,0,0,0,0,0,0,0
"Arbenz,PeterU.",0,0,0,0,0,0,0,0
"Archer,Ursula",0,0,0,0,0,0,0,0
"Arnim,Achimvon",0,0,0,0,1,0,2,3
"Arven,Melisande",0,0,0,0,0,0,0,0
"Auel,JeanM.",0,0,0,0,0,0,0,0
"Ayim,May",0,0,0,0,0,0,0,0
"Babunin,Svetokril",0,0,0,0,0,0,0,0
"Bach,Günther",0,0,0,0,0,0,0,0
"Bäcker,Heimrad",0,0,0,0,0,0,0,0
"Badoux,Christophe",0,0,0,0,0,0,0,0
"Bahrdt,CarlFriedrich",0,0,0,0,0,0,0,0
"Banciu,Carmen-Francesca",0,0,0,0,0,0,0,0
"Banciu,CarmenFrancesca",0,0,0,0,0,0,0,0
"Banz,Stefan",0,0,0,0,0,0,0,0
"Barthel,Helmut",0,0,0,0,0,0,0,0
"Bauer,Ulrike",0,0,0,0,0,0,0,0
"Bauerdick,Rolf",0,0,0,0,0,0,0,0
"Beck,Peter",0,0,0,0,0,0,0,0
"Beer,Erich",0,0,0,0,0,0,0,0
"Beer,Johann",0,0,0,0,0,0,0,0
"Belin,Sara",0,0,0,0,0,0,0,0
"Bemmann,Hans",0,0,0,0,0,0,0,0
"Berg,Peter",0,0,0,0,0,0,0,0
"Bergmann,Claire",0,0,0,0,0,0,0,0
"Bettauer,Hugo",0,0,0,0,0,0,0,0
"Bettinger,Martin",0,0,0,0,0,0,0,0
"Beyer,Sigrid",0,0,0,0,0,0,0,0
"Bierbaum,OttoJulius",0,0,0,0,0,0,1,1
"Biermann,Pieke",0,0,0,0,0,0,0,0
"Bleher,AmandaFloraHilda",0,0,0,0,0,0,0,0
"Blume,Dorothea",0,0,0,0,0,0,0,0
"Boehning,Larissa",0,0,0,0,0,0,0,0
"Böke,Hubert",0,0,0,0,0,0,0,0
"Boltshauser,Patrick",0,0,0,0,0,0,0,0
"Bonhoeffer,Dietrich",0,0,0,0,0,0,0,0
"Bosetzky,Horst",0,0,0,0,0,0,0,0
"Bossong,Nora",0,0,0,0,0,1,1,2
"Brandt,Jan",0,0,0,0,0,0,0,0
"Bringston,Robert",0,0,0,0,0,0,0,0
"Brinkmann,RolfDieter",0,0,0,0,0,0,0,0
"Brückmann,Kathrin",0,0,0,0,0,0,0,0
"Brückner,Christine",0,0,0,0,0,0,0,0
"Brunner,Bernd",0,0,0,0,0,0,1,1
"Brus,Günter",0,0,0,0,0,0,0,0
"Bruyn,Günterde",0,0,0,0,0,0,0,0
"Bühlmann,Andrea",0,0,0,0,0,0,0,0
"Bulkowski,Hansjürgen",0,0,0,0,0,0,0,0
"Büren,Erhardvon",0,0,0,0,0,0,0,0
"Burkart,Erika",0,0,0,0,0,0,0,0
"Burstein,Martin",0,0,0,0,0,0,0,0
"Calonego,Bernadette",0,0,0,0,0,0,0,0
"Caprez,Andrea",0,0,0,0,0,0,0,0
"Carl,Peter",0,0,0,0,0,0,0,0
"Carové,FriedrichWilhelm",0,0,0,0,0,0,0,0
"Chagall,Marc",0,0,0,0,0,0,0,0
"Chamier,Peterde",0,0,0,0,0,0,0,0
"Chidgey,Catherine",0,0,0,0,0,0,0,0
"Cohn,HansW.",0,0,0,0,0,0,0,0
"Conrad,Kai-Uwe",0,0,0,0,0,0,0,0
"Crow",0,0,0,0,0,0,0,0
"Csokor,FranzTheodor",0,0,0,0,0,0,0,0
"Czurda,Elfriede",0,0,0,0,0,0,0,0
"Dahlke,Paul",0,0,0,0,0,0,0,0
"Dath,Dietmar",0,0,0,0,1,0,0,1
"Dehe,Astrid",0,0,0,0,0,0,0,0
"Demirtel,Eevie",0,0,0,0,0,0,0,0
"DerStricker",0,0,0,0,0,0,0,0
"Deus,Van",0,0,0,0,0,0,0,0
"DiCarmen,Sonju",0,0,0,0,0,0,0,0
"Dick,PhilipK.",0,0,0,0,0,0,0,0
"Dieckmann,Dorothea",0,0,0,0,0,0,1,1
"Dietmann,Ulrike",0,0,0,0,0,0,0,0
"Dietrich,William",0,0,0,0,0,0,0,0
"Dillner,Timo",0,0,0,0,0,0,0,0
"Discher,Christian",0,0,0,0,0,0,0,0
"Ditfurth,Christianvon",0,0,0,0,0,0,2,2
"Doehn,UweGeorg",0,0,0,0,0,0,0,0
"Dohm,Hedwig",0,0,0,0,0,0,0,0
"Dor,Milo",0,0,0,0,0,0,0,0
"Dorfer,Marianne",0,0,0,0,0,0,0,0
"Döring,Dieter",0,0,0,0,0,0,0,0
"Douglas,James",0,0,0,0,0,0,0,0
"Drach,Albert",0,0,0,0,0,0,0,0
"Drews,Arne",0,0,0,0,0,0,0,0
"Dunham,Tony",0,0,0,0,0,0,0,0
"Dürrson,Werner",0,0,0,0,0,0,0,0
"Durst-Benning,Petra",0,0,0,0,1,2,2,5
"Ebner,Jeannie",0,0,0,0,0,0,0,0
"Edmonds,Frances",0,0,0,0,0,0,0,0
"Ehrenstein,Albert",0,0,0,0,0,0,0,0
"Eichner,Hans",0,0,0,0,0,0,0,0
"Engelmann,Philipp",0,0,0,0,0,0,0,0
"Ensafpour,Nahid",0,0,0,0,0,0,0,0
"Enzensberger,Theresia",0,0,0,0,0,0,0,0
"Erb,Elke",0,0,0,0,0,0,0,0
"Erbsland,E.S.",0,0,0,0,0,0,0,0
"Exner,Helmut",0,0,0,0,0,0,0,0
"Falkensee,Margaretevon",0,0,0,0,0,0,0,0
"Ferk,Janko",0,0,1,0,0,0,0,1
"Fichte,Hubert",0,0,0,0,0,0,0,0
"Fischer,Friedrich",0,0,0,0,0,0,0,0
"Fitzgerald,Penelope",0,0,0,0,0,0,0,0
"Forbes,Colin",0,0,0,0,0,0,0,0
"Fox,Katia",0,0,0,0,0,1,2,3
"François,Louisevon",0,0,0,0,0,0,0,0
"Frank,Rudolf",0,0,0,0,0,0,0,0
"Franley,Mark",0,0,0,0,0,0,0,0
"Franzos,KarlEmil",0,0,0,0,0,0,0,0
"Freitag,Günther",0,0,0,0,0,0,0,0
"Frensch,Michael",0,0,0,0,0,0,0,0
"Frey,Hans-Jost",0,0,0,0,0,0,0,0
"Freytag-Loringhoven,Elsavon",0,0,0,0,0,0,0,0
"Friedlaender,Salomo",0,0,0,0,0,0,0,0
"Fritz,Marianne",0,0,0,0,0,0,1,1
"Frohmann,Christiane",0,0,0,0,0,0,0,0
"Frontzek,Alice",0,0,0,0,0,0,0,0
"Fuchs,Anton",0,0,0,0,0,0,0,0
"Fuchs,SigneAnita",0,0,0,0,0,0,0,0
"Gahse,Zsuzsanna",0,0,0,0,0,0,0,0
"Gaponenko,Marjana",0,1,1,0,0,0,0,2
"Gauch,Sigfrid",0,0,0,0,0,0,0,0
"Geißler,Heike",0,0,1,0,0,0,0,1
"Giese,Alexander",0,0,0,0,0,0,0,0
"Gieselmann,David",0,1,0,0,0,0,0,1
"Giesler,Manfred",0,0,0,0,0,0,0,0
"Girardin,Delphinede",0,0,0,0,0,0,0,0
"Glaeser,Ernst",0,0,0,0,0,0,0,0
"Gmür,Mario",0,0,0,0,0,0,0,0
"Goethe,Christa",0,0,0,0,0,0,0,0
"Gogoll,Ruth",0,0,0,0,0,0,1,1
"Gordon,ChuckIan",0,0,0,0,0,0,0,0
"Göring,Gunter",0,0,0,0,0,0,0,0
"Gottsched,LuiseAdelgundeVictorie",0,0,0,0,0,0,0,0
"Grahn,Christian",0,0,0,0,0,0,0,0
"Gramich,Johannes",0,0,0,0,0,0,0,0
"Greene,Harlan",0,0,0,0,0,0,0,0
"Grimm,Jacob",0,0,0,0,0,0,0,0
"Grimm,Wilhelm",0,0,0,0,0,0,0,0
"Groh,Kevin",0,0,0,0,0,0,0,0
"GromerKhan,Al",0,0,0,0,0,0,0,0
"Gronemann,Sammy",0,0,0,0,0,0,0,0
"Gros,Rainer",0,0,0,0,0,0,0,0
"Groß,Claudia",0,1,0,0,0,1,1,3
"Gruber,ReinhardP.",0,0,0,0,0,0,0,0
"Grünzweig,Dorothea",0,0,0,0,0,0,0,0
"Gubler,ChristineK.",0,0,0,0,0,0,0,0
"Guggenheimer,Michael",0,0,0,0,0,0,0,0
"Hahn,Nikola",0,0,0,0,0,0,0,0
"Haidegger,Christine",0,0,0,0,0,0,0,0
"Haller,Albrechtvon",0,0,0,0,0,0,0,0
"Hambrecht,Martina",0,0,0,0,0,0,0,0
"Händler,Ernst-Wilhelm",0,0,0,0,0,0,0,0
"Hanika,Tanja",0,0,0,0,0,0,0,0
"Harder,Swen",0,0,0,0,0,0,0,0
"Harig,Ludwig",0,0,0,0,0,0,1,1
"Harrach,Verenavon",0,0,0,0,0,0,0,0
"Harriet,Elisabeth-Joe",0,0,0,0,0,0,0,0
"Hauser,Heinrich",0,0,0,0,0,0,0,0
"Hebel,JohannPeter",0,1,0,0,0,0,2,3
"Helminger,Guy",0,0,0,0,0,0,0,0
"Hens,Gregor",0,0,0,0,0,0,1,1
"Hensel,Kerstin",0,0,0,0,0,0,0,0
"Herbote,Burkhard",0,0,0,0,0,0,0,0
"Herzl,Theodor",0,0,0,0,0,0,0,0
"Herzmanovsky-Orlando,Fritzvon",0,0,0,0,0,0,0,0
"Hessel,Franz",0,0,0,0,1,0,3,4
"Hildebrand,Jens",0,0,0,0,0,0,0,0
"Hlawaty,Graziella",0,0,0,0,0,0,0,0
"Hoffer,Klaus",0,0,0,0,0,0,0,0
"Holst,Margaretevon",0,0,0,0,0,0,0,0
"Höß,Rudolf",0,0,0,0,0,0,0,0
"Hotschnig,Alois",0,1,0,0,0,0,0,1
"Huchel,Peter",0,0,0,1,1,0,1,3
"Iddings,BenjaminPaul",0,0,0,0,0,0,0,0
"Irshaid,Karin",0,0,0,0,0,0,0,0
"Izquierdo,Andreas",0,0,0,0,0,0,0,0
"Jaeger,Kurt",0,0,0,0,0,0,0,0
"Jaeggi,Urs",0,0,0,0,0,0,0,0
"JeanPaul",0,0,0,0,0,0,4,4
"Jenner,Simon",0,0,0,0,0,0,0,0
"Jennings,Gary",0,0,0,0,0,0,0,0
"Jeromin,Britta",0,0,0,0,0,0,0,0
"Johler,Jens",0,0,0,0,0,0,0,0
"Jopaire,Sandrine",0,0,0,0,0,0,0,0
"Joseph,Wendy",0,0,0,0,0,0,0,0
"Julian,Helena",0,0,0,0,0,0,0,0
"Jungo,Michael",0,0,0,0,0,0,0,0
"Kafka,Franz!118559230!",0,0,0,0,0,0,0,0
"Kahn,Lisa",0,0,0,0,0,0,0,0
"Kaiser,Georg",0,0,1,0,1,0,0,2
"Kaiser,Gloria",0,0,0,0,0,0,0,0
"Kämpchen,Martin",0,0,0,0,0,0,0,0
"Kansy,Helga",0,0,0,0,0,0,0,0
"Kaschnitz,MarieLuise",0,0,1,0,0,0,4,5
"Kautz,HelgeT.",0,0,0,0,0,0,0,0
"Keene,Brian",0,0,0,0,0,0,0,0
"Kermani,Navid",0,0,0,0,0,0,0,0
"Kerner,Justinus",0,0,0,0,0,0,0,0
"Kerschbaumer,Marie-Thérèse",0,0,0,0,0,0,0,0
"Keussen,Anselm",0,0,0,0,0,0,0,0
"Keys,KerryShawn",0,0,0,0,0,0,0,0
"Khider,Abbas",0,0,0,0,0,0,0,0
"King,Stephen",0,0,0,0,0,0,0,0
"Kirsch,Dietrich",0,0,0,0,0,0,0,0
"Kirschke,Waltraud",0,0,0,0,0,0,0,0
"Kiy,Bärbel",0,0,0,0,0,0,0,0
"Klein,OlafGeorg",0,0,0,0,0,0,0,0
"Kleist,Peter",0,0,0,0,0,0,0,0
"Klinger,Kurt",0,0,0,0,0,0,0,0
"Kloeble,Christopher",0,1,0,0,0,0,0,1
"Klöppelschuh,Elvira",0,0,0,0,0,0,0,0
"Kneifel,Hans",0,0,0,0,0,0,0,0
"Knelles,Sylvia",0,0,0,0,0,0,0,0
"Knodt,Reinhard",0,0,0,0,0,0,0,0
"Koestler,Arthur",0,0,0,0,0,0,0,0
"Kofler,Werner",0,0,0,0,0,0,1,1
"Kolb,Angelika",0,0,0,0,0,0,0,0
"Kolleritsch,Alfred",0,0,0,0,0,1,0,1
"Komenda-Soentgerath,Olly",0,0,0,0,0,0,0,0
"Köpf,Gerhard",0,1,0,0,0,0,0,1
"Koppel,Gert",0,0,0,0,0,0,0,0
"Körber,Lili",0,0,0,0,0,0,0,0
"Korn,Ernst",0,0,0,0,0,0,0,0
"Kotzebue,Augustvon",0,0,0,0,0,0,0,0
"Kpalete,Yawhleim",0,0,0,0,0,0,0,0
"Kracauer,Siegfried",0,0,0,0,0,0,1,1
"Krall,Hanna",0,0,0,0,0,0,0,0
"Krechel,Ursula",0,0,0,0,0,0,0,0
"Kremer,Rüdiger",0,0,0,0,0,0,0,0
"Kreslehner,Gabi",0,0,0,0,0,0,0,0
"Krispien,Edith",0,0,0,0,0,0,0,0
"Kristin,MarkoZ.",0,0,0,0,0,0,0,0
"Kroetz,FranzXaver",0,0,0,0,0,0,0,0
"Krolow,Karl",0,0,0,0,0,0,0,0
"Kronauer,Brigitte",0,0,0,0,0,0,0,0
"Krumbiegel,Steffi",0,0,0,0,0,0,0,0
"Kuhnau,Johann",0,0,0,0,0,0,0,0
"Kummer,Tom",0,0,0,0,0,0,0,0
"Kunert,Günter",0,0,0,0,0,0,0,0
"Kunst,Thomas",0,0,0,0,0,0,0,0
"Laederach,Jürg",0,0,0,0,0,0,0,0
"Laher,Ludwig",0,0,0,0,0,0,0,0
"Lange,Laura",0,0,0,0,0,0,0,0
"Lange,Sabine",0,0,0,0,0,0,0,0
"LaRoche,Sophievon",0,0,0,0,0,0,0,0
"Lassnig,Maria",0,0,0,0,0,0,0,0
"Lebek,Hans",0,0,0,0,0,0,0,0
"Leeb,Root",0,0,0,0,0,0,0,0
"Leiber,Svenja",0,0,1,0,0,0,1,2
"Lemmermayer,Fritz",0,0,0,0,0,0,0,0
"Lenz,JakobMichaelReinhold",0,0,0,0,0,0,0,0
"Llewellyn,Ralph",0,0,0,0,0,0,0,0
"Loen,JohannMichaelvon",0,0,0,0,0,0,0,0
"Löns,Hermann",0,0,0,0,0,0,0,0
"Losacker,Wolfgang",0,0,0,0,0,0,0,0
"Loschütz,Gert",0,1,0,0,0,0,1,2
"Lucassen,ArjenAnthony",0,0,0,0,0,0,0,0
"Lukas,Clint",0,0,0,0,0,0,0,0
"Lützow,Theresevon",0,0,0,0,0,0,0,0
"Mächler,Stefan",0,0,0,0,0,0,0,0
"Mahle,Martin",0,0,0,0,0,0,0,0
"Mahler,Nicolas",0,0,0,0,0,0,0,0
"Mahlmeister,Josef",0,0,0,0,0,0,0,0
"Mander,Matthias",0,0,0,0,0,0,0,0
"Marheinecke,Reinhard",0,0,0,0,0,0,0,0
"MarieMadeleine",0,0,0,0,0,0,0,0
"Martens,Klaus",0,0,0,0,0,0,0,0
"Maurer,Hermann",0,0,0,0,0,0,0,0
"Mayer,Markus",0,0,0,0,0,0,0,0
"McFadyen,Cody",0,0,0,0,0,0,0,0
"Meerbaum-Eisinger,Selma",0,0,0,0,0,0,0,0
"Meier,Gerhard",0,0,0,0,0,0,0,0
"Meinhold,Wilhelm",0,0,0,0,0,0,1,1
"Meister,Ernst",0,0,0,0,0,0,0,0
"Meistermann,Heinz",0,0,0,0,0,0,0,0
"Mettler,Felix",0,0,0,0,0,0,0,0
"Michaels,AdiMira",0,0,0,0,0,0,0,0
"Michelis,Hubert",0,0,0,0,0,0,0,0
"Miranda,Carmen",0,0,0,0,0,0,0,0
"Mitchell,Davina",0,0,0,0,0,0,0,0
"Mitterer,Erika",0,0,0,0,0,1,0,1
"Morgner,Irmtraud",0,0,0,0,0,0,1,1
"Moritz,KarlPhilipp",0,0,0,1,0,0,1,2
"Morrison,Toni",0,0,0,0,0,0,0,0
"Mühsam,Erich",0,0,0,0,0,0,0,0
"Müller,CorneliaH.",0,0,0,0,0,0,0,0
"Münter,FelixA.",0,0,0,0,0,0,0,0
"Münzberg,Olav",0,0,0,0,0,0,0,0
"Neeser,Andreas",0,0,0,0,0,0,1,1
"Nenik,Francis",0,0,0,0,0,0,0,0
"Netzel,Rebecca",0,0,0,0,0,0,0,0
"NevenDuMont,Alfred",0,0,0,0,0,0,0,0
"Nickel,Rainer",0,0,0,0,0,0,0,0
"Niederwieser,Stephan",0,0,0,0,0,0,0,0
"Nitsch,Hermann",0,0,0,0,0,0,0,0
"Norris,Bruce",0,0,0,0,0,0,0,0
"Nossack,HansErich",0,0,0,0,0,0,0,0
"Nürnberg,Dorothea",0,0,0,0,0,0,0,0
"Ohler,Norman",0,0,0,0,0,0,1,1
"Ohnemus,Günter",0,0,0,0,0,0,0,0
"Orfali,Stephanie",0,0,0,0,0,0,0,0
"Ornstein,Anna",0,0,0,0,0,0,0,0
"Ortwein,Barbara",0,0,0,0,0,0,0,0
"Oser,Pierre",0,0,0,0,0,0,0,0
"Paglia,Benno",0,0,0,0,0,0,0,0
"Pahl,Arthur",0,0,0,0,0,0,0,0
"Pappenheim,Bertha",0,0,0,0,0,0,0,0
"Pasqué,Ernst",0,0,0,0,0,0,0,0
"Pastior,Oskar",0,0,0,0,0,0,0,0
"Pein,Adrian",0,0,0,0,0,0,0,0
"Perplies,Bernd",0,0,0,0,0,0,0,0
"Pesch,OttoHermann",0,0,0,0,0,0,0,0
"Pessl,Peter",0,0,0,0,0,0,0,0
"Pfeiffer,Astrid",0,0,0,0,0,0,0,0
"Pfeiffer,Boris",0,0,0,0,0,0,0,0
"Piontek,Heinz",0,0,0,0,0,0,0,0
"Pitsch,Peter",0,0,0,0,0,0,0,0
"Pleier,Der",0,0,0,0,0,0,0,0
"Pletzinger,Thomas",0,0,0,0,0,0,0,0
"Politycki,Matthias",0,0,0,0,0,0,0,0
"Popin,DoruEugen",0,0,0,0,0,0,0,0
"Proensa,Katrin",0,0,0,0,0,0,3,3
"Profijt,Jutta",0,0,0,0,0,0,0,0
"Queens,Marah",0,0,0,0,0,0,0,0
"Raabe,Wilhelm",0,0,0,0,0,0,1,1
"Rachewiltz,Patriziade",0,0,0,0,0,0,0,0
"Raimund,Hans",0,0,0,0,0,0,0,0
"Rathenow,Lutz",0,0,1,0,0,0,0,1
"Rau,Heribert",0,0,0,0,0,0,0,0
"Ravencraft,Cecille",0,0,0,0,0,0,0,0
"Reef,Rob",0,0,0,0,0,0,0,0
"Reichart,Elisabeth",0,0,0,0,0,0,0,0
"Reinecke,Maria",0,0,0,0,0,0,0,0
"Reinke,WilhelmW.",0,0,0,0,0,0,0,0
"Reinshagen,Gerlind",0,0,0,0,0,0,0,0
"Reitberger,Klaus",0,0,0,0,0,0,0,0
"Reizenstein,Ludwigvon",0,0,0,0,0,0,0,0
"Remp,Marietta",0,0,0,0,0,0,0,0
"Retter,Utz",0,0,0,0,0,0,0,0
"Reuter,Gabriele",0,0,0,0,0,0,0,0
"Rewenig,Guy",0,0,0,0,0,0,0,0
"Rice,Anne",0,0,0,0,0,0,0,0
"Richling,Sabine",0,0,0,0,0,0,0,0
"Richter,Falk",0,0,0,0,0,0,0,0
"Rick,Karin",0,0,0,0,0,0,0,0
"Riess,Elke",0,0,0,0,0,0,0,0
"Rinck,Monika",0,0,0,0,0,0,0,0
"Rinke,Moritz",0,0,0,0,0,0,1,1
"Roberts,AileenP.",0,0,0,0,0,0,0,0
"Röggla,Kathrin",0,0,0,0,0,0,0,0
"Röhricht,Frank",0,0,0,0,0,0,0,0
"Rosei,Peter",0,0,0,0,0,1,0,1
"Roth,Anna",0,0,0,0,0,0,0,0
"Roth,Gerhard",0,2,0,0,2,1,1,6
"Rouska,Nena",0,0,0,0,0,0,0,0
"Rudolph,Kriss",0,0,0,0,0,0,0,0
"Rudolphi,Joachim",0,0,0,0,0,0,0,0
"Ruff,Matt",0,0,0,0,0,0,0,0
"Rutenborn,Günter",0,0,0,0,0,0,0,0
"Ruth,Alexander",0,0,0,0,0,0,0,0
"Salzinger,Helmut",0,0,0,0,0,0,0,0
"Sandmill,George",0,0,0,0,0,0,0,0
"Sandra,Walkshofer",0,0,0,0,0,0,0,0
"Sandvik,Linn",0,0,0,0,0,0,0,0
"Sangmeister,R.K.",0,0,0,0,0,0,0,0
"Sauder,Ben",0,0,0,0,0,0,0,0
"Saunders,Kate",0,0,0,0,0,0,0,0
"Savio,Joerg",0,0,0,0,0,0,0,0
"Schaper,Edzard",0,0,0,0,0,0,0,0
"Scharang,Michael",0,0,0,0,0,0,0,0
"Schaukal,Richardvon",0,0,0,0,0,0,0,0
"Scheerbart,Paul",0,0,0,0,0,0,2,2
"Scheib,Asta",0,0,0,0,0,0,0,0
"Scheunemann,Frauke",0,0,0,0,0,0,0,0
"Scheuring,Christoph",0,0,0,0,0,0,0,0
"Schlag,Evelyn",0,0,0,0,0,0,0,0
"Schlegel,Dorotheavon",0,0,0,0,0,0,0,0
"Schleiermacher,Friedrich",0,0,0,0,0,0,0,0
"Schlierf,Werner",0,0,0,0,0,0,0,0
"Schlink,Basilea",0,0,0,0,0,1,0,1
"Schmidt,Thyra",0,0,0,0,0,0,0,0
"Schmitt-Egenolf,Andreas",0,0,0,0,0,0,0,0
"Schnabel,JohannGottfried",0,0,0,0,0,0,0,0
"Schneider,Rainer",0,0,0,0,0,0,0,0
"Schneitter,Elias",0,0,0,0,0,0,0,0
"Schnell,CarlMaria",0,0,0,0,0,0,0,0
"Schnitgerhans,Holger",0,0,0,0,0,0,0,0
"Scholz,Erhard",0,0,0,0,0,0,0,0
"Schönthaler,Philipp",0,0,0,0,0,0,0,0
"Schönwerth,FranzXavervon",0,0,0,0,0,0,0,0
