"","pol","tur","hrv","nor","gre","rus","spa","authorcount"
"Adlhoch,Christine",0,0,0,0,0,0,0,0
"Ahern,Cecelia",0,0,0,0,0,0,0,0
"Ahlborn,SiegfriedHeinz-Jürgen",0,0,0,0,0,0,0,0
"Aichelburg,Wolfvon",0,0,0,0,0,0,0,0
"Aichmayr,Michael",0,0,0,0,0,0,0,0
"Alioth,Gabrielle",0,0,0,0,0,0,0,0
"Anderka,Johanna",0,0,0,0,0,0,0,0
"Arnim,MaryAnnettevon",0,0,0,0,0,0,0,0
"Austen,Jane",0,0,0,0,0,0,0,0
"Bänsch,Dieter",0,0,0,0,0,0,0,0
"Bardéz,Roberto",0,0,0,0,0,0,0,0
"Barnes,Keith",0,0,0,0,0,0,0,0
"Barth,Peter",0,0,0,0,0,0,0,0
"Bau,Holger",0,0,0,0,0,0,0,0
"Bauer,Katharina",0,0,0,0,0,0,0,0
"Baume,Sara",0,0,0,0,0,0,0,0
"Becker,Jürgen",0,0,0,0,0,0,0,0
"Becker,MarthaEllen",0,0,0,0,0,0,0,0
"BeckerAlvarez,Nora",0,0,0,0,0,0,0,0
"Beethoven,Ludwigvan",0,0,0,0,0,0,0,0
"Benioff,David",0,0,0,0,0,0,0,0
"Bentivegni,Inavon",0,0,0,0,0,0,0,0
"Berg,Eva-Maria",0,0,0,0,0,0,0,0
"Bergmann,Brigitte",0,0,0,0,0,0,0,0
"Bettermann,Stella",0,0,0,0,0,0,0,0
"Beuß,Barbara",0,0,0,0,0,0,0,0
"Bewersdorff-Langlotz,Eva-Saskia",0,0,0,0,0,0,0,0
"Biberger,ErichLudwig",0,0,0,0,0,0,0,0
"Bischoff,Friedrich",0,0,0,0,0,0,0,0
"Blauhut,Holger",0,0,0,0,0,0,0,0
"Bodmershof,Imma",0,0,0,0,0,0,0,0
"Borra,Antonello",0,0,0,0,0,0,0,0
"Boura,Ewa",0,0,0,0,0,0,0,0
"Bourne,Sam",0,0,0,0,0,0,0,0
"Brasch,Thomas",0,1,0,0,0,0,0,1
"Brätter,Peter",0,0,0,0,0,0,0,0
"Braumann,Franz",0,0,0,0,0,0,0,0
"Briggs,Patricia",0,0,0,0,0,0,0,0
"Brincken,Gertrudvonden",0,0,0,0,0,0,0,0
"Brown,Sandra",0,0,0,0,0,0,0,0
"Brussolo,Serge",0,0,0,0,0,0,0,0
"Bucay,Jorge",0,0,0,0,0,0,0,0
"Buck,Inge",0,0,0,0,0,0,0,0
"Buder,Johan",0,0,0,0,0,0,0,0
"Bund,Edgard",0,0,0,0,0,0,0,0
"Burnicki,Ralf",0,0,0,0,0,0,0,0
"Byrne,Kerrigan",0,0,0,0,0,0,0,0
"Č'k'vanava,Gela",0,0,0,0,0,0,0,0
"Can,Safiye",0,0,0,0,0,0,0,0
"Carr,Robyn",0,0,0,0,0,0,0,0
"Cesaro,Ingo",0,0,0,0,0,0,0,0
"Challis,Sarah",0,0,0,0,0,0,0,0
"Chandler,Raymond",0,0,0,0,0,0,0,0
"Chobot,Manfred",0,0,0,0,0,0,0,0
"Chomley,Antje",0,0,0,0,0,0,0,0
"Christie,Agatha",0,0,0,0,0,0,0,0
"Clements,Rory",0,0,0,0,0,0,0,0
"Collins,Wilkie",0,0,0,0,0,0,0,0
"Conrad,Joseph",0,0,0,0,0,0,0,0
"Conradi,Hermann",0,0,0,0,0,0,0,0
"Cordes-Vollert,Doris",0,0,0,0,0,0,0,0
"Cott,GeorgOswald",0,0,0,0,0,0,0,0
"Cumart,Nevfel",0,0,0,0,0,0,0,0
"Currey,Mason",0,0,0,0,0,0,0,0
"D'Erceville,Danielė",0,0,0,0,0,0,0,0
"Daive,Jean",0,0,0,0,0,0,0,0
"DalPoggetto,Manuela",0,0,0,0,0,0,0,0
"Daly,Leo",0,0,0,0,0,0,0,0
"Däubler,Theodor",0,0,0,0,0,0,0,0
"David,Ernst",0,0,0,0,0,0,0,0
"Decar,Michel",0,0,0,0,0,0,0,0
"Demuth,Volker",0,0,0,0,0,0,0,0
"Déry,Tibor",0,0,0,0,0,0,0,0
"Dick,Uwe",0,0,0,0,0,0,0,0
"Dickow,Barbara",0,0,0,0,0,0,0,0
"Diehl,Andreas",0,0,0,0,0,0,0,0
"Dischereit,Esther",0,0,0,0,0,0,0,0
"Domašcyna,Róža",0,0,0,0,0,0,0,0
"Dostojewskij,FjodorM.",0,0,0,0,0,0,0,0
"Doyle,ArthurConan",0,0,0,0,0,0,0,0
"Draesner,Ulrike",0,0,0,0,0,0,0,0
"Dreiske,Hans-Herbert",0,0,0,0,0,0,0,0
"Duhm,Heltrud",0,0,0,0,0,0,0,0
"Eastland,Sam",0,0,0,0,0,0,0,0
"Eliot,T.S.",0,0,0,0,0,0,0,0
"Eners,W.I.",0,0,0,0,0,0,0,0
"Ephrussi,Elisabethvon",0,0,0,0,0,0,0,0
"Erkel,Ferenc",0,0,0,0,0,0,0,0
"Erpenbeck,Charlotte",0,0,0,0,0,0,0,0
"Ettl,PeterJeremy",0,0,0,0,0,0,0,0
"Fallon,Jennifer",0,0,0,0,0,0,0,0
"Fankhauser,JürgM.",0,0,0,0,0,0,0,0
"Faschon,Susanne",0,0,0,0,0,0,0,0
"Federmair,Leopold",0,0,0,0,0,0,0,0
"Feehan,Christine",0,0,0,0,0,0,0,0
"Felix,D.S.",0,0,0,0,0,0,0,0
"Fiebig,Gerald",0,0,0,0,0,0,0,0
"Fiechtner,UrsM.",0,0,0,0,0,0,0,0
"Fletcher,Adam",0,0,0,0,0,0,0,0
"Flint,Sarah",0,0,0,0,0,0,0,0
"Flynn,Gillian",0,0,0,0,0,0,0,0
"Forster,E.M.",0,0,0,0,0,0,0,0
"Frank,Martin",0,0,0,0,0,0,0,0
"Franke,Ruth",0,0,0,0,0,0,0,0
"French,Tana",0,0,0,0,0,0,0,0
"Gaiman,Neil",0,0,0,0,0,0,0,0
"Gary,Romain",0,0,0,0,0,0,0,0
"Gaugler-Straumann,Barbara",0,0,0,0,0,0,0,0
"Gellhaus,Axel",0,0,0,0,0,0,0,0
"Girón,Manuel",0,0,0,0,0,0,0,0
"Glen,Joanna",0,0,0,0,0,0,0,0
"Godberg,Greta",0,0,0,0,0,0,0,0
"Gomringer,Eugen",0,0,0,0,0,0,0,0
"Gonserowski,Annette",0,0,0,0,0,0,0,0
"Göritz,Matthias",0,0,0,0,0,0,0,0
"Gradl,Christine",0,0,0,0,0,0,0,0
"Green,SimonR.",0,0,0,0,0,0,0,0
"Greif,Martin",0,0,0,0,0,0,0,0
"Griesbach,Corinna",0,0,0,0,0,0,0,0
"Griffiths,Sharon",0,0,0,0,0,0,0,0
"Grotjahn,Friedrich",0,0,0,0,0,0,0,0
"Grüneberger,Ralph",0,0,0,0,0,0,0,0
"Gutschmid,Eugenvon",0,0,0,0,0,0,0,0
"Häfner,Guido",0,0,0,0,0,0,0,0
"Hájíček,Jiří",0,0,0,0,0,0,0,0
"Hall,Constance",0,0,0,0,0,0,0,0
"Halter,Jürg",0,0,0,0,0,0,0,0
"Harvey,Sarah",0,0,0,0,0,0,0,0
"Haus,Heinz-Uwe",0,0,0,0,0,0,0,0
"Hees,Karin",0,0,0,0,0,0,0,0
"Hehl,Walter",0,0,0,0,0,0,0,0
"Heimes,Silke",0,0,0,0,0,0,0,0
"Hein,ManfredPeter",0,0,0,0,0,0,0,0
"Heinrich,RichardW.",0,0,0,0,0,0,0,0
"HeinzedeLorenzo,Ursula",0,0,0,0,0,0,0,0
"Hemau,Gisela",0,0,0,0,0,0,0,0
"Hemingway,Ernest",0,0,0,0,0,0,0,0
"Herbert,Heinz",0,0,0,0,0,0,0,0
"Hersch-Tausky,Daniela",0,0,0,0,0,0,0,0
"Hildebrandt,Irma",0,0,0,0,0,0,0,0
"Hille,UlrikeMarie",0,0,0,0,0,0,0,0
"Hoffman,Jilliane",0,0,0,0,0,0,0,0
"Hoffmann,Anna",0,0,0,0,0,0,0,0
"Hoffmann,Reinhold",0,0,0,0,0,0,0,0
"Holtei,Karlvon",0,0,0,0,0,0,0,0
"Horowitz,Anthony",0,0,0,0,0,0,0,0
"Huber,Klaus",0,0,0,0,0,0,0,0
"Hültner,Robert",0,0,0,0,0,0,0,0
"James,Eloisa",0,0,0,0,0,0,0,0
"James,Peter",0,0,0,0,0,0,0,0
"Jensen,Nils",0,0,0,0,0,0,0,0
"Jung,Peter",0,0,0,0,0,0,0,0
"Jünger,FriedrichGeorg",0,0,0,0,0,1,0,1
"Jussen,Heinz",0,0,0,0,0,0,0,0
"Kahlert,August",0,0,0,0,0,0,0,0
"Kaléko,Mascha",0,0,0,0,0,0,1,1
"Kanduth,Gerard",0,0,0,0,0,0,0,0
"Kapielski,Thomas",0,0,0,0,0,0,0,0
"Kehle,Matthias",0,0,0,0,0,0,0,0
"Keil,ChristinaE.",0,0,0,0,0,0,0,0
"Kessler,Klaus",0,0,0,0,0,0,0,0
"Keßner,Andreas",0,0,0,0,0,0,0,0
"Kiefer,Reinhard",0,0,0,0,0,0,0,0
"Kinzelmann,Dietlind",0,0,0,0,0,0,0,0
"Kirchner,Katrin",0,0,0,0,0,0,0,0
"Klaushofer,Roswitha",0,0,0,0,0,0,0,0
"Kluge,Karlheinz",0,0,0,0,0,0,0,0
"Knopp,Thomas",0,0,0,0,0,0,0,0
"Kolb,Rüdiger",0,0,0,0,0,0,0,0
"Kolb,Ulrike",0,0,0,0,0,0,0,0
"Koppelkamm,Stefan",0,0,0,0,0,0,0,0
"Koß,Bert",0,0,0,0,0,0,0,0
"Köttner-Benigni,Klara",0,0,0,0,0,0,0,0
"Kramer,Theodor",0,0,0,0,0,0,0,0
"Kraus,Ivan",0,0,0,0,0,0,0,0
"Kraus,Rudolf",0,0,0,0,0,0,0,0
"Krebs,Gérard",0,0,0,0,0,0,0,0
"Krenek,Ernst",0,0,0,0,0,0,0,0
"Kropp,Jürgen",0,0,0,0,0,0,0,0
"Kruse,Sigrid",0,0,0,0,0,0,0,0
"Kuhligk,Björn",0,0,0,0,0,0,0,0
"Kuhn,Horst",0,0,0,0,0,0,0,0
"Kumar,Anant",0,0,0,0,0,0,0,0
"Kuppel,Gotthart",0,0,0,0,0,0,0,0
"Kureishi,Hanif",0,0,0,0,0,0,0,0
"Lain,Tara",0,0,0,0,0,0,0,0
"Lantos,Titus",0,0,0,0,0,0,0,0
"Larionov,Denis",0,0,0,0,0,0,0,0
"Larson,R.J.",0,0,0,0,0,0,0,0
"Lasonchyk,R.",0,0,0,0,0,0,0,0
"Laupus,Monika",0,0,0,0,0,0,0,0
"Leach,Roger",0,0,0,0,0,0,0,0
"Lederer,Joe",0,0,0,0,0,0,0,0
"Lee,Edward",0,0,0,0,0,0,0,0
"Leman,Susanne",0,0,0,0,0,0,0,0
"Leon,Donna",0,0,0,0,0,0,0,0
"Lepka,GregorM.",0,0,0,0,0,0,0,0
"Leynaud,René",0,0,0,0,0,0,0,0
"Lichtenstein,Alfred",0,0,0,0,0,0,0,0
"Liebetreu,Donald",0,0,0,0,0,0,0,0
"Liersch,Hendrik",0,0,0,0,0,0,0,0
"Lindemann,Bernd",0,0,0,0,0,0,0,0
"Löhle,Philipp",0,0,0,0,0,0,1,1
"Loosli,Ruth",0,0,0,0,0,0,0,0
"Lorenc,Kito",0,0,0,0,0,0,0,0
"Löschner,Irmgard",0,0,0,0,0,0,0,0
"MacNeill,Alastair",0,0,0,0,0,0,0,0
"Maier,Kathrin",0,0,0,0,0,0,0,0
"Maiwald,Peter",0,0,0,0,0,0,0,0
"Mara,Ulrike",0,0,0,0,0,0,0,0
"Markarēs,Petros",0,0,0,0,0,0,0,0
"Martin,Tom",0,0,0,0,0,0,0,0
"Materni,Undine",0,0,0,0,0,0,0,0
"Maupassant,Guyde",0,0,0,0,0,0,0,0
"Mayer,Lisa",0,0,0,0,0,0,0,0
"Mayer,Ralo",0,0,0,0,0,0,0,0
"Mazzi,Lisa",0,0,0,0,0,0,0,0
"McCay,Bill",0,0,0,0,0,0,0,0
"McDevitt,Jack",0,0,0,0,0,0,0,0
"Melzer-Geissler,Elisabeth",0,0,0,0,0,0,0,0
"Messmer,Susanne",0,0,0,0,0,0,0,0
"Meyer-Götz,Heinrich",0,0,0,0,0,0,0,0
"Meyer,Deon",0,0,0,0,0,0,0,0
"Miller,Rebecca",0,0,0,0,0,0,0,0
"Mintrop,Theodor",0,0,0,0,0,0,0,0
"Mirtse,Agnes",0,0,0,0,0,0,0,0
"Molzer,Kurt",0,0,0,0,0,0,0,0
"Monk,Radjo",0,0,0,0,0,0,0,0
"Morrison,Arthur",0,0,0,0,0,0,0,0
"Morrissey,Di",0,0,0,0,0,0,0,0
"Mousli,Lunaal-",0,0,0,0,0,0,0,0
"Mückain,Johanna",0,0,0,0,0,0,0,0
"Müller-Walter,Doris",0,0,0,0,0,0,0,0
"Müller,Gert",0,0,0,0,0,0,0,0
"Müller,Katharina",0,0,0,0,0,0,0,0
"Müllner,Adolph",0,0,0,0,0,0,0,0
"Murnau,RichardF.",0,0,0,0,0,0,0,0
"Neumann,Walter",0,0,0,0,0,0,0,0
"Nickel,Artur",0,0,0,0,0,0,0,0
"Nielsen,FredericW.",0,0,0,0,0,0,0,0
"Nikolʹska,Mėri",0,0,0,0,0,0,0,0
"Noll,Wulf",0,0,0,0,0,0,0,0
"Norris,Sigrid",0,0,0,0,0,0,0,0
"O'Connor,Joseph",0,0,0,0,0,0,0,0
"Oates,JoyceCarol",0,0,0,0,0,0,0,0
"Odelga,Ingeborg",0,0,0,0,0,0,0,0
"Orczy,Emmuska",0,0,0,0,0,0,0,0
"Otten,WillemJ.",0,0,0,0,0,0,0,0
"OvidiusNaso,Publius",0,0,0,0,0,0,0,0
"Parise,ClaudiaC.",0,0,0,0,0,0,0,0
"Peaston,Angelika",0,0,0,0,0,0,0,0
"Pessoa,Fernando",0,0,0,0,0,0,0,0
"Peter,MariaW.",0,0,0,0,0,0,0,0
"Petersmann,Konstanze",0,0,0,0,0,0,0,0
"Petit,Chris",0,0,0,0,0,0,0,0
"Pfeifer,Tadeus",0,0,0,0,0,0,0,0
"Phillips,SusanElizabeth",0,0,0,0,0,0,0,0
"Pietraß,Richard",0,0,0,0,0,0,0,0
"Pill,Harry",0,0,0,0,0,0,0,0
"Pinthus,Kurt",0,0,0,0,0,0,0,0
"Pohl,Hertha",0,0,0,0,0,0,0,0
"Praetorius,Johannes",0,0,0,0,0,0,0,0
"Rajah,Susi",0,0,0,0,0,0,0,0
"Ramnek,Hugo",0,0,0,0,0,0,0,0
"Ramos,Graciliano",0,0,0,0,0,0,0,0
"Rankin,Ian",0,0,0,0,0,0,0,0
"Rau,Milo",0,0,0,0,0,0,0,0
"Rautenberg,Arne",0,0,0,0,0,0,0,0
"Rechberger,Rainer",0,0,0,0,0,0,0,0
"Regensburger,Annemarie",0,0,0,0,0,0,0,0
"Regoli,Uta",0,0,0,0,0,0,0,0
"Reiche,Claudia",0,0,0,0,0,0,0,0
"Reichmann,Vilém",0,0,0,0,0,0,0,0
"Reisdorf,TheodorJ.",0,0,0,0,0,0,0,0
"Ribas,Rosa",0,0,0,0,0,0,0,0
"Ribeiro,MarcosA.P.",0,0,0,0,0,0,0,0
"Richler,Mordecai",0,0,0,0,0,0,0,0
"Robbins,Tom",0,0,0,0,0,0,0,0
"Roland,Oliver",0,0,0,0,0,0,0,0
"Rolf,Antonia",0,0,0,0,0,0,0,0
"Rosenfeld,Ruth",0,0,0,0,0,0,0,0
"Roth,Eugen",0,0,0,0,0,0,0,0
"Rother,Alfred",0,0,0,0,0,0,0,0
"Rücker,PeterE.",0,0,0,0,0,0,0,0
"Rückert,Friedrich",0,0,0,0,0,0,0,0
"Rudolph,Frank",0,0,0,0,0,0,0,0
"Rusch,Sheldon",0,0,0,0,0,0,0,0
"RussoKarcher,Nina",0,0,0,0,0,0,0,0
"Saillo,Ouarda",0,0,0,0,0,0,0,0
"Samur-Kajin",0,0,0,0,0,0,0,0
"Saurer,Andreas",0,0,0,0,0,0,0,0
"Schaffer,Ulrich",0,0,0,0,0,0,0,0
"Schawerda,Elisabeth",0,0,0,0,0,0,0,0
"Schenkel,Elmar",0,0,0,0,0,0,0,0
"Schernikau,MichaelRasmus",0,0,0,0,0,0,0,0
"Schlevogt,PierreChristophe",0,0,0,0,0,0,0,0
"Schmidgall,Renate",0,0,0,0,0,0,0,0
"Schnetz,WolfPeter",0,0,0,0,0,0,0,0
"Schnyder,Monika",0,0,0,0,0,0,0,0
"Scholz-Amoulong,Sieglinde",0,0,0,0,0,0,0,0
"Schroeder,Ulla",0,0,0,0,0,0,0,0
"Schuster,UteAnneMarie",0,0,0,0,0,0,0,0
"Schütz,Stefan",0,0,0,0,0,0,0,0
"Schwarz,Annelies",0,0,0,0,0,0,0,0
"Schwarz,Hans-Erich",0,0,0,0,0,0,0,0
"Scott,Michael",0,0,0,0,0,0,0,0
"Seidel,Dieter",0,0,0,0,0,0,0,0
"Seifert,Ilja",0,0,0,0,0,0,0,0
"Sela,Petra",0,0,0,0,0,0,0,0
"Şerban,Robert",0,0,0,0,0,0,0,0
"Shakespeare,William",0,0,0,0,0,0,0,0
"Sigg,Helmi",0,0,0,0,0,0,0,0
"Simon,Claus",0,0,0,0,0,0,0,0
"Sofronieva,Tzveta",0,0,0,0,0,0,0,0
"Sommer,Edith",0,0,0,0,0,0,0,0
"Somplatzki,Herbert",0,0,0,0,0,0,0,0
"Soumagne,Ludwig",0,0,0,0,0,0,0,0
"Splitt,Peter",0,0,0,0,0,0,0,0
"Stange,Gerda",0,0,0,0,0,0,0,0
"Stein,Gerhard",0,0,0,0,0,0,0,0
"Stein,Johanna",0,0,0,0,0,0,0,0
"Steinriede,Rosemarie",0,0,0,0,0,0,0,0
"Steinweg,Marcus",0,0,0,0,0,0,0,0
"Stejn,Karl",0,0,0,0,0,0,0,0
"Stephan-Kühn,Freya",0,0,0,0,0,0,0,0
"Stocker,Darja",0,0,0,0,0,0,0,0
"Stojka,Ceija",0,0,0,0,0,0,0,0
"Stroheker,Tina",0,0,0,0,0,0,0,0
"Strugalla,Johannes",0,0,0,0,0,0,0,0
"Sullivan,MarkT.",0,0,0,0,0,0,0,0
"Sullivan,MichaelJ.",0,0,0,0,0,0,0,0
"Surra,Kerstin",0,0,0,0,0,0,0,0
"Sutcliff,Rosemary",0,0,0,0,0,0,0,0
"Sutzkever,Abraham",0,0,0,0,0,0,0,0
"Swift,Jonathan",0,0,0,0,0,0,0,0
"Syha,Ulrike",0,0,0,0,0,0,0,0
"Tänzer,Gerhard",0,0,0,0,0,0,0,0
"Taufiq,Suleman",0,0,0,0,0,0,0,0
"Techet,Carl",0,0,0,0,0,0,0,0
"Tegetthoff,Folke",0,0,0,0,0,0,0,0
"Telek,Nazif",0,0,0,0,0,0,0,0
"Thomas,Helga",0,0,0,0,0,0,0,0
"Thompson,Carlene",0,0,0,0,0,0,0,0
"Trelenberg,Thorsten",0,0,0,0,0,0,0,0
"Troll,Thaddäus",0,0,0,0,0,0,0,0
"Tropper,Jonathan",0,0,0,0,0,0,0,0
"Twining,James",0,0,0,0,0,0,0,0
"Uhland,Ludwig",0,0,0,0,0,0,0,0
"Urweider,Raphael",0,0,0,0,0,0,0,0
"Uzun,Kamil",0,0,0,0,0,0,0,0
"VanWinkle,Ryan",0,0,0,0,0,0,0,0
"Viehweg,Frank",0,0,0,0,0,0,0,0
"Vila-Matas,Enrique",0,0,0,0,0,0,0,0
"Völker,Peter",0,0,0,0,0,0,0,0
"Vyoral,Hannes",0,0,0,0,0,0,0,0
"Wackenroder,WilhelmHeinrich",0,0,0,0,0,0,1,1
"Walke,Susan",0,0,0,0,0,0,0,0
"Wandeler-Deck,Elisabeth",0,0,0,0,0,0,0,0
"Wawrzyniak,Zdzisław",0,0,0,0,0,0,0,0
"Weber,CarlMariavon",0,0,0,0,0,0,0,0
"Wehrli,PeterK.",0,0,0,0,0,0,0,0
"Welskopf-Henrich,Liselotte",0,0,0,0,0,0,0,0
"Wendt,Albert",0,0,0,0,0,0,0,0
"Wenzel,Hans-Eckardt",0,0,0,0,0,0,0,0
"Werner,Heinz",0,0,0,0,0,0,0,0
"Werth,Babette",0,0,0,0,0,0,0,0
"Whitehill,RobertBlake",0,0,0,0,0,0,0,0
"Wieland,Ursula",0,0,0,0,0,0,0,0
"Wolf,Hugo",0,0,0,0,0,0,0,0
"Wolfensberger,William",0,0,0,0,0,0,0,0
"Wood,Barbara",0,0,0,0,0,0,0,0
"Wüster,Jakob",0,0,0,0,0,0,0,0
"Wustmann,Gerrit",0,0,0,0,0,0,0,0
"Zieger,Ulrich",0,0,0,0,0,0,0,0
"Zils,Diethard",0,0,0,0,0,0,0,0
"Funke,Cornelia",0,0,0,0,0,0,0,0
"Arendt,Hannah",0,0,0,0,1,0,1,2
"Augustin,Michael",0,0,0,0,1,0,0,1
"Bauer,Angeline",0,0,0,0,2,0,0,2
"Böttcher,Sven",0,0,0,0,1,0,0,1
"Chatzētzanu-Baltcharnt,Elenē",0,0,0,0,1,0,0,1
"Cormann,Marte",0,0,0,0,1,0,0,1
"Dirks,Liane",0,0,0,0,1,0,0,1
"Ditfurth,Jutta",0,0,0,0,1,0,0,1
"Dobelli,Rolf",0,0,0,0,1,0,0,1
"Droste,Gabriele",0,0,0,0,1,0,0,1
"Hermlin,Stephan",0,0,0,0,1,0,1,2
"Kertész,Imre",0,0,0,0,1,0,0,1
"Kohout,Pavel",0,0,0,0,1,0,0,1
"Lotz,Wolfram",0,0,0,0,1,0,0,1
"Meyer-Steineg,Theodor",0,0,0,0,1,0,0,1
"Neumann,Ronnith",0,0,0,0,1,0,0,1
"Schönherr,Karl",0,0,0,0,1,0,0,1
"Schuhmann,Elisabeth",0,0,0,0,1,0,0,1
"Schulenburg,Wernervonder",0,0,0,0,1,0,0,1
"Schulz,Tom",0,0,0,0,1,0,0,1
"Schwaiger,Brigitte",0,0,0,0,1,0,0,1
"Schweikert,Ulrike",0,0,0,0,1,1,1,3
"Torossi,Eleni",0,0,0,0,1,0,0,1
"Wollinger,Thomas",0,0,0,0,1,0,0,1
"Abel,Winnie",0,0,0,0,0,0,0,0
"Anzengruber,Ludwig",0,0,0,0,0,0,0,0
"Appel,Jörg",0,0,0,0,0,0,0,0
"Bauer,Dieter",0,0,0,0,0,0,0,0
"Binder,Wolfgang",0,0,0,0,0,0,0,0
"Cavazzini,Christiane",0,0,0,0,0,0,0,0
"Drössler,Sabine",0,0,0,0,0,0,0,0
"Gmür,Reto",0,0,0,0,0,0,0,0
"Jerofke,BerndKlaus",0,0,0,0,0,0,0,0
"Kietzke,Bernd",0,0,0,0,0,0,0,0
"Knittermeier,Frank",0,0,0,0,0,0,0,0
"Müller,Günther",0,0,0,0,0,0,0,0
"Röhricht,Martina",0,0,0,0,0,0,0,0
"Schimmel,Hans",0,0,0,0,0,0,0,0
"Schmidt,Helmut",0,0,0,0,0,0,0,0
"Segler,Tina",0,0,0,0,0,0,0,0
"Sperling,Rolf",0,0,0,0,0,0,0,0
"Spies,Heidi",0,0,0,0,0,0,0,0
"Wening,Andreas",0,0,0,0,0,0,0,0
"Wittmann,Dominik",0,0,0,0,0,0,0,0
"Woop,Reiner",0,0,0,0,0,0,0,0
"Worms,Martina",0,0,0,0,0,0,0,0
"Abraham,FiloM.",0,0,0,0,0,0,0,0
"Bremer,JanPeter",0,0,0,0,0,0,1,1
"Döry,Ruth",0,0,0,0,0,0,0,0
"Edel,Rabea",0,0,0,0,0,0,0,0
"Fechenbach,Felix",0,0,0,0,0,0,0,0
"Giordano,Ralph",0,0,0,1,0,0,0,1
"Hessing,Jakob",0,0,0,0,0,0,0,0
"Keller,Volker",0,0,0,0,0,0,0,0
"Kien,Peter",0,0,0,0,0,0,0,0
"Lavee,Ingrid",0,0,0,0,0,0,0,0
"Lorenz-Lindemann,Karin",0,0,0,0,0,0,0,0
"Regnier,Anatol",0,0,0,0,0,0,0,0
"Sad,Yaʿaqov",0,0,0,0,0,0,0,0
"Stephani,Claus",0,0,0,0,0,0,0,0
"Albaneze,Bruna",0,0,1,0,0,0,0,1
"Bolliger,Max",0,0,1,0,0,0,0,1
"Bozikovic,Michel",0,0,1,0,0,0,0,1
"Bremer,Alida",0,0,1,0,0,0,0,1
"Busch,Oskar",0,0,1,0,0,0,0,1
"Dornbrach,ʿAbdullâhH.",0,0,1,0,0,0,0,1
"Erath,Irmgard",0,0,1,0,0,0,0,1
"Eschker,Wolfgang",0,0,1,0,0,0,0,1
"Fleming,Sebastian",0,0,1,0,0,0,1,2
"Forstmaier,Rosemarie",0,0,1,0,0,0,0,1
"Gabriele",0,0,1,0,0,0,0,1
"Ganghofer,Ludwig",0,0,1,0,0,0,0,1
"Gauß,Karl-Markus",0,0,1,0,0,0,0,1
"Hensel,Klaus",0,0,1,0,0,0,0,1
"Herman,Nicolas",0,0,1,0,0,0,0,1
"JelačićvonBužim,Josef",0,0,2,0,0,0,0,2
"Keiderling,Christel",0,0,1,0,0,0,0,1
"Kelter,Jochen",0,0,1,0,0,0,0,1
"Kobialka,Martin",0,0,1,0,0,0,0,1
"Krieger,Walter",0,0,1,0,0,0,0,1
"Kristl,Vlado",0,0,1,0,0,0,0,1
"Lehner,Angela",0,0,1,0,0,0,0,1
"Marinić,Jagoda",0,0,1,0,0,0,0,1
"Perkman,Ljubica",0,0,1,0,0,0,0,1
"Sacher-Masoch,Alexandervon",0,0,1,0,0,0,0,1
"Schulz-Reiss,Christine",0,0,1,0,0,0,0,1
"Sorge,ReinhardJohannes",0,0,1,0,0,0,0,1
"Thode,Henry",0,0,1,0,0,0,0,1
"Wieser,Lojze",0,0,1,0,0,0,0,1
"Skala,Jan",0,0,0,0,0,0,0,0
"Abeln,Reinhard",0,0,0,0,0,0,0,0
"Ablaß,WernerE.",0,0,0,0,0,0,0,0
"Andersson,LeifLasse",0,0,0,0,0,0,0,0
"Arnau,Frank",0,0,0,0,0,0,0,0
"Baldauf,Paul",0,0,0,0,0,0,0,0
"Baldermann,Ingo",0,0,0,0,0,0,0,0
"Bärend,Irmhild",0,0,0,0,0,0,0,0
"Bauer,GerhardM.",0,0,0,0,0,0,0,0
"Benesch,Kurt",0,0,0,0,0,0,0,0
"Bergel,Hans",0,0,0,0,0,0,0,0
"Braunburg,Rudolf",0,0,0,0,0,0,0,0
"Butschkow,Ralf",0,0,0,0,0,0,0,0
"Carroll,Phyllis",0,0,0,0,0,0,0,0
"Dahlke,Rüdiger",0,0,0,0,0,0,0,0
"Darlton,Clark",0,0,0,0,0,0,0,0
"Deighton,Len",0,0,0,0,0,0,0,0
"DelMonego,Markus",0,0,0,0,0,0,0,0
"Doma,Akos",0,0,0,0,0,0,0,0
"Ellert,Gerhart",0,0,0,0,0,0,1,1
"Engel,Georg",0,0,0,0,0,0,0,0
"Ernst,Susanna",0,0,0,0,0,0,0,0
"Fabel,Renate",0,0,0,0,0,0,0,0
"Fabian,Sandra",0,0,0,0,0,0,0,0
"Fian,Antonio",0,0,0,0,0,0,0,0
"Fohn,Julius",0,0,0,0,0,0,0,0
"Fontana,AnnaCarlot",0,0,0,0,0,0,0,0
"Frankl,ViktorE.",0,0,0,0,0,0,1,1
"Frenzel,Claudia",0,0,0,0,0,0,0,0
"Friedell,Egon",0,0,0,0,0,0,0,0
"Friedman,Michel",0,0,0,0,0,0,0,0
"Fritsch,Gerhard",0,0,0,0,0,0,0,0
"Gorʹkij,Maksim",0,0,0,0,0,0,0,0
"Görres,IdaFriederike",0,0,0,0,0,0,0,0
"Günther,Agnes",0,0,0,0,0,0,0,0
"Hankó,László",0,0,0,0,0,0,0,0
"Hartung,Hugo",0,1,0,0,0,0,0,1
"Haushofer,Albrecht",0,0,0,0,0,0,0,0
"Heimburg,Wilhelmine",0,0,0,0,0,0,0,0
