"","bul","cze","dan","dut","eng","fre","gre","gsw","hrv","hun","ita","jpn","kir","mlt","nor","pol","por","rus","slv","spa","srp","swa","swe","tur","authorcount","author_lang_count"
"Goldammer,Frank",0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
"Goldschmidt,Georges-Arthur",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6
"Goll,Yvan",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hanika,BeateTeresa",0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6
"Haushofer,Marlen",0,0,1,9,6,6,1,0,1,0,2,1,0,0,3,1,0,0,2,5,3,0,6,1,48,16
"Herzberg,André",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hettche,Thomas",0,0,2,2,2,5,0,0,0,0,2,0,0,0,1,1,1,1,0,2,0,0,1,0,20,12
"Hoffmann,Heinrich",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Honigmann,Barbara",0,0,1,2,1,3,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,13,9
"John,Kirsten",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"JuulClausen,Erik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Keun,Irmgard",0,0,1,2,7,2,0,0,0,0,5,1,0,0,0,1,0,1,0,3,0,0,1,1,25,12
"Kleeberg,Michael",0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6
"Kling,Marc-Uwe",0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Klönne,Gisa",0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,15,5
"Königsdorf,Helga",0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Korschunow,Irina",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Lappert,Rolf",0,0,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7
"Lazar,Maria",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Lebert,Benjamin",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,7,8
"Leky,Mariana",0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,1,0,11,10
"Loest,Erich",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5
"Meyer,Clemens",0,0,4,0,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,2,1,18,10
"Mozart,WolfgangAmadeus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"Nevis,Ben",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"O'Connor,Philip",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4
"Oelker,Petra",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"Oswald,GeorgMartin",0,0,1,1,2,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,13,13
"Petrowskaja,Katja",0,0,1,1,3,1,1,0,0,1,1,0,0,0,1,1,2,0,0,1,0,0,1,0,15,13
"Petschull,Jürgen",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Poschenrieder,Christoph",0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Przybyszewski,Stanisław",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Reichlin,Linus",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5
"Ritzel,Ulrich",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Rodrian,Irene",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Rudigier,Helmut",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Sachs,Hans",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5
"Scheuer,Norbert",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6
"Schreiber-Wicke,Edith",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Schröder,Adolf",0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
"Schwitter,Monique",0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7
"Silber,Rolf",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Speichert,Horst",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Strauss,Richard",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
"Strauß,Simon",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3
"Stuckrad-Barre,Benjaminvon",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Tawada,Yōko",0,0,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,13,8
"Tesch,Michael",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Tillmann,Anke",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"Valentin,Stephan",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"Vennemann,Kevin",0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,9,9
"Wagner,Richard",0,0,1,0,1,1,0,0,0,2,6,0,0,0,0,1,1,0,0,3,0,0,0,0,16,9
"Walser,Alissa",0,0,1,2,1,2,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,1,14,9
"Waterhouse,Peter",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
"Wellershoff,Dieter",0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6
"Wildenhain,Michael",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wilkomirski,Binjamin",0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5
"Winterfeld,Ulrich",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wodin,Natascha",0,0,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,10,8
"Wölfli,Adolf",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Zeindler,Peter",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Zürn,Unica",0,0,2,0,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,17,7
"A.,Sonay",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Abarbanell,Stephan",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Adler,Hans",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Ambras,Elisabeth",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Anders,Günther",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"Andresky,Sophie",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
"Augustin,Anita",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Aydemir,Fatma",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Baier,Lothar",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Ballabene,Alfred",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Barbetta,MaríaCecilia",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
"Barz,Paul",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,5
"Bauer,Jutta",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Bauknecht,Werner",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Baumgarten,Jürgen",0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"Bayer,Konrad",0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"Bazyar,Shida",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"Becker,Lars",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Beele,Louisa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Beer,Alex",0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
"Bender,Marylka",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Benjamin,Walter",0,0,0,1,3,8,0,0,0,0,0,0,0,0,1,1,3,1,0,3,1,0,1,1,24,12
"Berg,Alex",0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"Berkel,Christian",0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Bernuth,Christa",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,13,5
"Bessing,Joachim",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Binkert,Dörthe",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4
"Bjerg,Bov",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4
"Blobel,Brigitte",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Blom,Philipp",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Bluhm,Detlef",0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,6,4
"Böckl,Manfred",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
"Bogdan,Isabel",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Böll,Lisa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Bonné,Mirko",0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5
"Born,Christoph",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
"Bouma,Hans",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Bräunig,Werner",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Breznik,Melitta",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
"Brudereck,Christina",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Brunner,Hans",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Buck,Vera",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
"Bülow,Trixivon",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"Camenisch,Arno",0,0,0,4,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,14,6
"Canetti,Veza",0,0,0,2,2,3,0,0,0,0,3,1,0,0,1,0,0,0,1,2,0,0,1,0,16,10
"Conrad,Julia",0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"Cookson,Catherine",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Cotten,Ann",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Crown,Jonathan",0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,6
"Cyran,Eberhard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Dehnerdt,Eleonore",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Dietz,Friedrich",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Dobbers,Jens",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4
"Döbrich,Annette",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Doderer,Heimitovon",0,0,0,2,4,5,0,0,1,1,0,0,0,0,0,0,1,1,0,5,1,0,0,0,21,10
"Domin,Hilde",0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,7,7
"Dorn,Thea",0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"Dulleck,Nina",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Dziewas,Dorothee",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Eberlein,Maren",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Ebner,Gudrun",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Eckert,Horst",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Eisele,Martin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3
"Engel,Leopold",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Engelmann,Bernt",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Engelmann,Ulrich",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Englisch,Andreas",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"Ernst,Gustav",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4
"Falk,Rita",0,0,0,1,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6
"Fallwickl,Mareike",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Fassbinder,Helga",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Felten,Monika",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Fischer,Erica",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"Flex,Walter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Frank,Leonhard",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,7,6
"Fried,Amelie",0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"Friedrich,Anna",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Fritsch,Valerie",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
"Froeschel,George",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Fühmann,Franz",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Funk,Kristin",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"Funk,Mirna",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Ganser,Susanne",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Garstka,Dietrich",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Gehring,Birgitt",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Georgi,André",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Gerstenberg,Franziska",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Giampietro,Nicoletta",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Gmeyner,Anna",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Goes,Albrecht",0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Gombold,Bernd",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
"Gorelik,Lena",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Grabbe,ChristianDietrich",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Gregor,Manfred",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Grigorcea,Dana",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Grimm,HansHerbert",0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,10,8
"Güngör,Dilek",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hahn,Ulla",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,6,6
"Halbe-Bauer,Ulrike",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hamann,Anna",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hamann,Christof",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hampe,JohannChristoph",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hansen,Ule",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3
"Hasler,Eveline",0,0,0,1,2,5,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,15,7
"Hegemann,Helene",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hegewisch,Helga",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Hein,Christa",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"Heischkamp,Anna",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Held,Monika",0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,8,7
"Helfer,Monika",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Helfrich,Horst",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hennen,Bernhard",0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5
"Herbing,Alina",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Herburger,Günter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Herlin,Hans",0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Herrmann,Elisabeth",0,0,0,1,0,9,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,18,6
"Hesse,AndreasD.",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Hillenbrand,Tom",0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,6,1,0,0,0,14,8
"Hinrichsen,Peter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hitzbleck,Klaus-Bodo",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hoffmann,Sandra",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"HoffmannvonFallersleben,AugustHeinrich",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Hofmann,Gert",0,0,0,1,14,11,0,0,0,1,3,0,0,0,0,2,2,0,0,0,1,0,1,0,36,10
"Hohl,Ludwig",0,0,0,2,1,8,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,19,7
"Horváth,Martin",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Huizing,Klaas",0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,8,6
"Ingendaay,Paul",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Ingenheim,Marieluisevon",0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Isemann,Bernd",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Isringhaus,Jörg",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Jansen,Hanna",0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Jarawan,Pierre",0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4
"Jaschinski,Christian",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Jeissing,Ivana",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3
"Johnson,Uwe",0,0,0,4,2,1,0,0,1,1,5,0,0,0,0,2,0,0,0,1,0,0,0,0,17,9
"Jörgensen,Dieter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Josten,Husch",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Jungk,PeterStephan",0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5
"Kaiser-Mühlecker,Reinhard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kalman,Anna",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"Karoly,Jil",0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"Kast-Riedlinger,Annette",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Käufer,HugoErnst",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kaufman,Kat",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kebir,Sabine",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Kegel,Bernhard",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4
"Keglevic,Peter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kempowski,Walter",0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,6
"Kessel,Martin",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
"Kesser,Hermann",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kiening,Alexandra",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kinsky,Esther",0,0,0,1,5,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,7
"Kirchhoff,Hans",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kling,Ulla",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kluger,Martin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Klugmann,Norbert",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
