"","author","place_count","title_count","residuals"
"418","Neumann, Walter",1,2,-0.275882505463569
"419","Neuwald, Alfred",1,1,-0.0121680186687412
"420","Nickel, Artur",1,1,-0.0121680186687412
"421","Niederle, Helmuth A.",1,2,-0.275882505463569
"422","Nielsen, Frederic W.",1,1,-0.0121680186687412
"423","Nikolʹska, Mėri",1,1,-0.0121680186687412
"424","Noll, Wulf",1,1,-0.0121680186687412
"425","Norris, Sigrid",1,1,-0.0121680186687412
"426","O'Connor, Joseph",1,1,-0.0121680186687412
"427","Oates, Joyce Carol",1,1,-0.0121680186687412
"428","Odelga, Ingeborg",1,1,-0.0121680186687412
"429","Orczy, Emmuska",1,1,-0.0121680186687412
"430","Oskamp, Katja",1,1,-0.0121680186687412
"431","Ovidius Naso, Publius",1,1,-0.0121680186687412
"432","Pabst, Lothar",2,3,0.460403007741604
"433","Paluch, Andrea",1,1,-0.0121680186687412
"434","Panhys, Anny von",1,1,-0.0121680186687412
"435","Parise, Claudia C.",1,3,-0.539596992258396
"436","Pawelzik, Fritz",1,1,-0.0121680186687412
"437","Peaston, Angelika",1,1,-0.0121680186687412
"438","Pelz von Felinau, Josef",1,1,-0.0121680186687412
"439","Peng, Hildefons",1,1,-0.0121680186687412
"440","Pessoa, Fernando",1,3,-0.539596992258396
"441","Peter, Maria W.",1,1,-0.0121680186687412
"442","Petersmann, Konstanze",1,1,-0.0121680186687412
"443","Petery, Constanze",1,1,-0.0121680186687412
"444","Petit, Chris",1,1,-0.0121680186687412
"445","Pfeifer, Tadeus",1,1,-0.0121680186687412
"446","Pfeil, Ellmar",1,1,-0.0121680186687412
"447","Phillips, Susan Elizabeth",1,1,-0.0121680186687412
"448","Philp, Günther",1,2,-0.275882505463569
"449","Pill, Harry",1,1,-0.0121680186687412
"450","Pinthus, Kurt",2,3,0.460403007741604
"451","Platzgumer, Hans",1,1,-0.0121680186687412
"452","Pohl, Hertha",1,1,-0.0121680186687412
"453","Polak, Oliver",1,1,-0.0121680186687412
"454","Popa, Adrianne Hermina",1,1,-0.0121680186687412
"455","Präauer, Teresa",1,1,-0.0121680186687412
"456","Praetorius, Johannes",2,2,0.724117494536431
"457","Preil, Hans-Joachim",1,1,-0.0121680186687412
"458","Pu, Songling",1,2,-0.275882505463569
"459","Qu, Yuan",1,1,-0.0121680186687412
"460","Rajah, Susi",1,1,-0.0121680186687412
"461","Ramnek, Hugo",1,1,-0.0121680186687412
"462","Ramos, Graciliano",1,1,-0.0121680186687412
"463","Randt, Leif",1,1,-0.0121680186687412
"464","Rankin, Ian",1,1,-0.0121680186687412
"465","Rau, Milo",1,1,-0.0121680186687412
"466","Rautenberg, Arne",1,1,-0.0121680186687412
"467","Rechberger, Rainer",2,2,0.724117494536431
"468","Regensburger, Annemarie",1,1,-0.0121680186687412
"469","Regnier, Anatol",1,1,-0.0121680186687412
"470","Regoli, Uta",1,1,-0.0121680186687412
"471","Reiche, Claudia",1,1,-0.0121680186687412
"472","Reichmann, Vilém",1,1,-0.0121680186687412
"473","Reisdorf, Theodor J.",1,1,-0.0121680186687412
"474","Ribas, Rosa",1,1,-0.0121680186687412
"475","Ribeiro, Marcos A. P.",1,1,-0.0121680186687412
"476","Richler, Mordecai",1,1,-0.0121680186687412
"477","Richter, Hans Werner",1,2,-0.275882505463569
"478","Robbins, Tom",1,1,-0.0121680186687412
"479","Röckener, Andreas",1,1,-0.0121680186687412
"480","Roland, Oliver",3,8,0.141830573767467
"481","Rolf, Antonia",1,1,-0.0121680186687412
"482","Rönckendorff, Edda",1,1,-0.0121680186687412
"483","Roosen, Samantha",1,4,-0.803311479053223
"484","Rosenfeld, Ruth",1,1,-0.0121680186687412
"485","Rösler, Jo Hanns",1,1,-0.0121680186687412
"486","Roth, Eugen",1,1,-0.0121680186687412
"487","Rother, Alfred",1,1,-0.0121680186687412
"488","Rücker, Peter E.",1,1,-0.0121680186687412
"489","Rückert, Friedrich",1,2,-0.275882505463569
"490","Rudolph, Frank",1,1,-0.0121680186687412
"491","Rusch, Sheldon",1,1,-0.0121680186687412
"492","Russo Karcher, Nina",2,2,0.724117494536431
"493","Sad, Yaʿaqov",1,1,-0.0121680186687412
"494","Sadr, Hamid",1,1,-0.0121680186687412
"495","Saillo, Ouarda",1,1,-0.0121680186687412
"496","Šalāh, ʿAlī aš-",1,1,-0.0121680186687412
"497","Samur-Kajin",1,1,-0.0121680186687412
"498","Sattler, Ines-Angelika",1,1,-0.0121680186687412
"499","Saurer, Andreas",1,1,-0.0121680186687412
"500","Sava, Michael",1,1,-0.0121680186687412
"501","Schäfer, Alexander G.",1,1,-0.0121680186687412
"502","Schaffer, Ulrich",1,1,-0.0121680186687412
"503","Schawerda, Elisabeth",1,1,-0.0121680186687412
"504","Scheffel, Joseph Victor von",1,1,-0.0121680186687412
"505","Schenk, Christian W.",1,1,-0.0121680186687412
"506","Schenkel, Elmar",1,1,-0.0121680186687412
"507","Schernikau, Michael Rasmus",1,1,-0.0121680186687412
